
slabel,plabel,v
格鲁吉亚,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17743#xpointer(start-point(string-range(//BODY/P[8]/text()[1],'',26))/range-to(string-range(//BODY/P[8]/text()[1],'',30)))"
阿塞拜疆,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17743#xpointer(start-point(string-range(//BODY/P[8]/text()[1],'',31))/range-to(string-range(//BODY/P[8]/text()[1],'',35)))"
巴拿马,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17743#xpointer(start-point(string-range(//BODY/P[10]/text()[1],'',9))/range-to(string-range(//BODY/P[10]/text()[1],'',12)))"
国际经济合作,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17745#xpointer(start-point(string-range(//BODY/H5[1]/text()[1],'',4))/range-to(string-range(//BODY/H5[1]/text()[1],'',10)))"
全球性国际组织,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17745#xpointer(start-point(string-range(//BODY/TABLE[1]/TBODY[1]/TR[2]/TD[1]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[1]/TBODY[1]/TR[2]/TD[1]/text()[1],'',7)))"
区域性国际组织,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17745#xpointer(start-point(string-range(//BODY/TABLE[1]/TBODY[1]/TR[6]/TD[1]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[1]/TBODY[1]/TR[6]/TD[1]/text()[1],'',7)))"
世界贸易组织,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17745#xpointer(start-point(string-range(//BODY/TABLE[1]/TBODY[1]/TR[2]/TD[2]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[1]/TBODY[1]/TR[2]/TD[2]/text()[1],'',6)))"
日内瓦,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17745#xpointer(start-point(string-range(//BODY/TABLE[1]/TBODY[1]/TR[2]/TD[4]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[1]/TBODY[1]/TR[2]/TD[4]/text()[1],'',3)))"
联合国,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17745#xpointer(start-point(string-range(//BODY/TABLE[1]/TBODY[1]/TR[3]/TD[1]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[1]/TBODY[1]/TR[3]/TD[1]/text()[1],'',3)))"
世界银行,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17745#xpointer(start-point(string-range(//BODY/TABLE[1]/TBODY[1]/TR[4]/TD[1]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[1]/TBODY[1]/TR[4]/TD[1]/text()[1],'',4)))"
国际货币基金组织,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17745#xpointer(start-point(string-range(//BODY/TABLE[1]/TBODY[1]/TR[5]/TD[1]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[1]/TBODY[1]/TR[5]/TD[1]/text()[1],'',8)))"
亚太经济合作组织,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17745#xpointer(start-point(string-range(//BODY/TABLE[1]/TBODY[1]/TR[6]/TD[2]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[1]/TBODY[1]/TR[6]/TD[2]/text()[1],'',8)))"
布鲁塞尔,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17745#xpointer(start-point(string-range(//BODY/TABLE[1]/TBODY[1]/TR[7]/TD[3]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[1]/TBODY[1]/TR[7]/TD[3]/text()[1],'',4)))"
东南亚国家联盟,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17745#xpointer(start-point(string-range(//BODY/TABLE[1]/TBODY[1]/TR[8]/TD[1]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[1]/TBODY[1]/TR[8]/TD[1]/text()[1],'',7)))"
雅加达,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17745#xpointer(start-point(string-range(//BODY/TABLE[1]/TBODY[1]/TR[8]/TD[3]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[1]/TBODY[1]/TR[8]/TD[3]/text()[1],'',3)))"
二十国集团,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17745#xpointer(start-point(string-range(//BODY/TABLE[1]/TBODY[1]/TR[9]/TD[1]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[1]/TBODY[1]/TR[9]/TD[1]/text()[1],'',5)))"
安全理事会,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17745#xpointer(start-point(string-range(//BODY/TABLE[2]/TBODY[1]/TR[7]/TD[1]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[2]/TBODY[1]/TR[7]/TD[1]/text()[1],'',5)))"
常任理事国,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17745#xpointer(start-point(string-range(//BODY/TABLE[2]/TBODY[1]/TR[8]/TD[1]/text()[1],'',2))/range-to(string-range(//BODY/TABLE[2]/TBODY[1]/TR[8]/TD[1]/text()[1],'',7)))"
联合国大会,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17745#xpointer(start-point(string-range(//BODY/TABLE[2]/TBODY[1]/TR[6]/TD[2]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[2]/TBODY[1]/TR[6]/TD[2]/text()[1],'',5)))"
经济及社会理事会,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17745#xpointer(start-point(string-range(//BODY/TABLE[2]/TBODY[1]/TR[6]/TD[2]/text()[1],'',6))/range-to(string-range(//BODY/TABLE[2]/TBODY[1]/TR[6]/TD[2]/text()[1],'',14)))"
托管理事会,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17745#xpointer(start-point(string-range(//BODY/TABLE[2]/TBODY[1]/TR[6]/TD[2]/text()[1],'',15))/range-to(string-range(//BODY/TABLE[2]/TBODY[1]/TR[6]/TD[2]/text()[1],'',20)))"
秘书处,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17745#xpointer(start-point(string-range(//BODY/TABLE[2]/TBODY[1]/TR[6]/TD[2]/text()[1],'',21))/range-to(string-range(//BODY/TABLE[2]/TBODY[1]/TR[6]/TD[2]/text()[1],'',24)))"
国际法院,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17745#xpointer(start-point(string-range(//BODY/TABLE[2]/TBODY[1]/TR[6]/TD[2]/text()[1],'',25))/range-to(string-range(//BODY/TABLE[2]/TBODY[1]/TR[6]/TD[2]/text()[1],'',29)))"
珠江三角洲地区,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/2219#xpointer(start-point(string-range(//BODY/H5[1]/text()[1],'',4))/range-to(string-range(//BODY/H5[1]/text()[1],'',11)))"
珠江三角洲地区,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/2221#xpointer(start-point(string-range(//BODY/H5[1]/text()[1],'',4))/range-to(string-range(//BODY/H5[1]/text()[1],'',11)))"
珠江三角洲地区,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/2220#xpointer(start-point(string-range(//BODY/H5[1]/text()[1],'',4))/range-to(string-range(//BODY/H5[1]/text()[1],'',11)))"
产业升级面临困境,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/2221#xpointer(start-point(string-range(//BODY/TABLE[1]/TBODY[1]/TR[2]/TD[1]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[1]/TBODY[1]/TR[2]/TD[1]/text()[1],'',8)))"
城市建设相对落后,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/2221#xpointer(start-point(string-range(//BODY/TABLE[2]/TBODY[1]/TR[2]/TD[1]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[2]/TBODY[1]/TR[2]/TD[1]/text()[1],'',8)))"
生态环境问题日趋严重,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/2221#xpointer(start-point(string-range(//BODY/TABLE[2]/TBODY[1]/TR[3]/TD[1]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[2]/TBODY[1]/TR[3]/TD[1]/text()[1],'',10)))"
人口,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17804#xpointer(start-point(string-range(//BODY/P[11]/text()[1],'',5))/range-to(string-range(//BODY/P[11]/text()[1],'',7)))"
矿产资源,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17804#xpointer(start-point(string-range(//BODY/P[1]/SPAN[1]/text()[1],'',2))/range-to(string-range(//BODY/P[1]/SPAN[1]/text()[1],'',6)))"
经济,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17804#xpointer(start-point(string-range(//BODY/P[17]/text()[1],'',4))/range-to(string-range(//BODY/P[17]/text()[1],'',6)))"
温带大陆性气候,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17777#xpointer(start-point(string-range(//BODY/TABLE[5]/TBODY[1]/TR[2]/TD[1]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[5]/TBODY[1]/TR[2]/TD[1]/text()[1],'',7)))"
寒带气候,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17777#xpointer(start-point(string-range(//BODY/TABLE[5]/TBODY[1]/TR[3]/TD[1]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[5]/TBODY[1]/TR[3]/TD[1]/text()[1],'',4)))"
温带季风气候,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17777#xpointer(start-point(string-range(//BODY/TABLE[5]/TBODY[1]/TR[4]/TD[1]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[5]/TBODY[1]/TR[4]/TD[1]/text()[1],'',6)))"
高原山地气候,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17777#xpointer(start-point(string-range(//BODY/TABLE[5]/TBODY[1]/TR[5]/TD[1]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[5]/TBODY[1]/TR[5]/TD[1]/text()[1],'',6)))"
鄂毕河,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17777#xpointer(start-point(string-range(//BODY/P[13]/text()[1],'',1))/range-to(string-range(//BODY/P[13]/text()[1],'',4)))"
鄂毕河,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17753#xpointer(start-point(string-range(//BODY/TABLE[3]/TBODY[1]/TR[5]/TD[1]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[3]/TBODY[1]/TR[5]/TD[1]/text()[1],'',3)))"
叶尼塞河,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17777#xpointer(start-point(string-range(//BODY/P[13]/text()[1],'',5))/range-to(string-range(//BODY/P[13]/text()[1],'',9)))"
叶尼塞河,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17753#xpointer(start-point(string-range(//BODY/TABLE[3]/TBODY[1]/TR[6]/TD[1]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[3]/TBODY[1]/TR[6]/TD[1]/text()[1],'',4)))"
经济,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17935#xpointer(start-point(string-range(//BODY/P[1]/SPAN[1]/text()[1],'',4))/range-to(string-range(//BODY/P[1]/SPAN[1]/text()[1],'',6)))"
外向型经济,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17935#xpointer(start-point(string-range(//BODY/P[5]/SPAN[1]/text()[1],'',6))/range-to(string-range(//BODY/P[5]/SPAN[1]/text()[1],'',11)))"
新竹科学园区,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17935#xpointer(start-point(string-range(//BODY/TABLE[3]/TBODY[1]/TR[4]/TD[2]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[3]/TBODY[1]/TR[4]/TD[2]/text()[1],'',6)))"
台湾工业,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17935#xpointer(start-point(string-range(//BODY/P[6]/SPAN[1]/text()[1],'',2))/range-to(string-range(//BODY/P[6]/SPAN[1]/text()[1],'',6)))"
西北地区,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/2272#xpointer(start-point(string-range(//BODY/P[5]/text()[1],'',8))/range-to(string-range(//BODY/P[5]/text()[1],'',12)))"
西北地区,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/2274#xpointer(start-point(string-range(//BODY/TABLE[1]/TBODY[1]/TR[1]/TD[2]/STRONG[1]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[1]/TBODY[1]/TR[1]/TD[2]/STRONG[1]/text()[1],'',4)))"
西北地区,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17938#xpointer(start-point(string-range(//BODY/TABLE[1]/TBODY[1]/TR[1]/TD[2]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[1]/TBODY[1]/TR[1]/TD[2]/text()[1],'',4)))"
西北地区,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17898#xpointer(start-point(string-range(//BODY/P[4]/text()[1],'',46))/range-to(string-range(//BODY/P[4]/text()[1],'',50)))"
牧区,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17939#xpointer(start-point(string-range(//BODY/P[1]/SPAN[1]/text()[1],'',2))/range-to(string-range(//BODY/P[1]/SPAN[1]/text()[1],'',4)))"
绿洲农业区,出处,http://kb.cs.tsinghua.edu.cn/apibztask/label/2266#xpointer#灌溉农业区
灌溉农业区,出处,http://kb.cs.tsinghua.edu.cn/apibztask/label/2266#xpointer#灌溉农业区
灌溉农业区,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17939#xpointer(start-point(string-range(//BODY/P[9]/SPAN[1]/text()[1],'',2))/range-to(string-range(//BODY/P[9]/SPAN[1]/text()[1],'',7)))"
绿洲农业区,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17939#xpointer(start-point(string-range(//BODY/P[11]/text()[1],'',3))/range-to(string-range(//BODY/P[11]/text()[1],'',8)))"
灌溉农业区,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17939#xpointer(start-point(string-range(//BODY/P[11]/text()[1],'',3))/range-to(string-range(//BODY/P[11]/text()[1],'',8)))"
西伯利亚地区,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17777#xpointer(start-point(string-range(//BODY/P[16]/text()[1],'',0))/range-to(string-range(//BODY/P[16]/text()[1],'',6)))"
西伯利亚地区河流航运价值低,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17777#xpointer(start-point(string-range(//BODY/P[16]/text()[1],'',0))/range-to(string-range(//BODY/P[16]/text()[1],'',13)))"
虫害,出处,http://kb.cs.tsinghua.edu.cn/apibztask/label/2288#xpointer#虫害
鼠害,出处,http://kb.cs.tsinghua.edu.cn/apibztask/label/2288#xpointer#鼠害
自然灾害,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/2299#xpointer(start-point(string-range(//BODY/P[6]/SPAN[1]/text()[1],'',2))/range-to(string-range(//BODY/P[6]/SPAN[1]/text()[1],'',6)))"
自然灾害,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/2300#xpointer(start-point(string-range(//BODY/H5[1]/text()[1],'',4))/range-to(string-range(//BODY/H5[1]/text()[1],'',8)))"
自然灾害,出处,http://kb.cs.tsinghua.edu.cn/apibztask/label/2288#xpointer#自然灾害
塔里木盆地,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/2260#xpointer(start-point(string-range(//BODY/TABLE[4]/TBODY[1]/TR[2]/TD[1]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[4]/TBODY[1]/TR[2]/TD[1]/text()[1],'',5)))"
塔里木盆地,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17840#xpointer(start-point(string-range(//BODY/TABLE[5]/TBODY[1]/TR[2]/TD[1]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[5]/TBODY[1]/TR[2]/TD[1]/text()[1],'',5)))"
塔里木盆地,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17942#xpointer(start-point(string-range(//BODY/P[1]/text()[1],'',0))/range-to(string-range(//BODY/P[1]/text()[1],'',5)))"
塔里木盆地,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17942#xpointer(start-point(string-range(//BODY/P[6]/text()[1],'',0))/range-to(string-range(//BODY/P[6]/text()[1],'',5)))"
塔里木盆地,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17943#xpointer(start-point(string-range(//BODY/P[2]/text()[1],'',0))/range-to(string-range(//BODY/P[2]/text()[1],'',5)))"
塔里木盆地,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17943#xpointer(start-point(string-range(//BODY/P[11]/text()[1],'',0))/range-to(string-range(//BODY/P[11]/text()[1],'',5)))"
塔里木盆地,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17846#xpointer(start-point(string-range(//BODY/TABLE[5]/TBODY[1]/TR[6]/TD[1]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[5]/TBODY[1]/TR[6]/TD[1]/text()[1],'',5)))"
莫斯科工业区,出处,http://kb.cs.tsinghua.edu.cn/apibztask/label/17778#xpointer#莫斯科工业区
圣彼得堡工业区,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17778#xpointer(start-point(string-range(//BODY/TABLE[2]/TBODY[1]/TR[3]/TD[1]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[2]/TBODY[1]/TR[3]/TD[1]/text()[1],'',7)))"
乌拉尔工业区,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17778#xpointer(start-point(string-range(//BODY/TABLE[2]/TBODY[1]/TR[4]/TD[1]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[2]/TBODY[1]/TR[4]/TD[1]/text()[1],'',6)))"
新西伯利亚工业区,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17778#xpointer(start-point(string-range(//BODY/TABLE[2]/TBODY[1]/TR[5]/TD[1]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[2]/TBODY[1]/TR[5]/TD[1]/text()[1],'',8)))"
西气东输工程,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17943#xpointer(start-point(string-range(//BODY/P[3]/SPAN[1]/text()[1],'',2))/range-to(string-range(//BODY/P[3]/SPAN[1]/text()[1],'',8)))"
西伯利亚大铁路,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17779#xpointer(start-point(string-range(//BODY/TABLE[1]/TBODY[1]/TR[3]/TD[1]/text()[1],'',9))/range-to(string-range(//BODY/TABLE[1]/TBODY[1]/TR[3]/TD[1]/text()[1],'',16)))"
青藏地区,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/2272#xpointer(start-point(string-range(//BODY/P[6]/text()[1],'',3))/range-to(string-range(//BODY/P[6]/text()[1],'',7)))"
青藏地区,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/2274#xpointer(start-point(string-range(//BODY/TABLE[1]/TBODY[1]/TR[1]/TD[3]/STRONG[1]/text()[1],'',0))/range-to(string-range(//BODY/TABLE[1]/TBODY[1]/TR[1]/TD[3]/STRONG[1]/text()[1],'',4)))"
青藏地区,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17947#xpointer(start-point(string-range(//BODY/P[8]/SPAN[1]/text()[1],'',2))/range-to(string-range(//BODY/P[8]/SPAN[1]/text()[1],'',6)))"
青藏地区,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17898#xpointer(start-point(string-range(//BODY/P[4]/text()[1],'',51))/range-to(string-range(//BODY/P[4]/text()[1],'',55)))"
三江源地区,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17950#xpointer(start-point(string-range(//BODY/P[2]/text()[1],'',0))/range-to(string-range(//BODY/P[2]/text()[1],'',5)))"
三江源地区,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17951#xpointer(start-point(string-range(//BODY/P[2]/text()[1],'',0))/range-to(string-range(//BODY/P[2]/text()[1],'',5)))"
三江源地区,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17951#xpointer(start-point(string-range(//BODY/P[9]/SPAN[1]/text()[1],'',2))/range-to(string-range(//BODY/P[9]/SPAN[1]/text()[1],'',7)))"
三江源地区,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17951#xpointer(start-point(string-range(//BODY/P[14]/text()[1],'',4))/range-to(string-range(//BODY/P[14]/text()[1],'',9)))"
三江源自然保护区,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/17951#xpointer(start-point(string-range(//BODY/P[13]/SPAN[1]/text()[1],'',2))/range-to(string-range(//BODY/P[13]/SPAN[1]/text()[1],'',10)))"
中国,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/2259#xpointer(start-point(string-range(//BODY/P[1]/SPAN[1]/text()[1],'',2))/range-to(string-range(//BODY/P[1]/SPAN[1]/text()[1],'',4)))"
我国,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/2259#xpointer(start-point(string-range(//BODY/P[1]/SPAN[1]/text()[1],'',2))/range-to(string-range(//BODY/P[1]/SPAN[1]/text()[1],'',4)))"
中国,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/2259#xpointer(start-point(string-range(//BODY/P[1]/SPAN[1]/text()[1],'',2))/range-to(string-range(//BODY/P[1]/SPAN[1]/text()[1],'',4)))"
中国,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/2259#xpointer(start-point(string-range(//BODY/P[8]/text()[1],'',3))/range-to(string-range(//BODY/P[8]/text()[1],'',5)))"
我国,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/2259#xpointer(start-point(string-range(//BODY/P[8]/text()[1],'',3))/range-to(string-range(//BODY/P[8]/text()[1],'',5)))"
中国,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/2259#xpointer(start-point(string-range(//BODY/P[8]/text()[1],'',3))/range-to(string-range(//BODY/P[8]/text()[1],'',5)))"
中国,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/2259#xpointer(start-point(string-range(//BODY/P[14]/SPAN[1]/text()[1],'',2))/range-to(string-range(//BODY/P[14]/SPAN[1]/text()[1],'',4)))"
我国,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/2259#xpointer(start-point(string-range(//BODY/P[14]/SPAN[1]/text()[1],'',2))/range-to(string-range(//BODY/P[14]/SPAN[1]/text()[1],'',4)))"
中国,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/2259#xpointer(start-point(string-range(//BODY/P[14]/SPAN[1]/text()[1],'',2))/range-to(string-range(//BODY/P[14]/SPAN[1]/text()[1],'',4)))"
中国,出处,http://kb.cs.tsinghua.edu.cn/apibztask/label/2224#xpointer#中国
我国,出处,http://kb.cs.tsinghua.edu.cn/apibztask/label/2224#xpointer#中国
中国,出处,http://kb.cs.tsinghua.edu.cn/apibztask/label/2224#xpointer#中国
中国,出处,http://kb.cs.tsinghua.edu.cn/apibztask/label/2290#xpointer#中国
我国,出处,http://kb.cs.tsinghua.edu.cn/apibztask/label/2290#xpointer#中国
中国,出处,http://kb.cs.tsinghua.edu.cn/apibztask/label/2290#xpointer#中国
中国,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/2260#xpointer(start-point(string-range(//BODY/P[1]/SPAN[1]/text()[1],'',2))/range-to(string-range(//BODY/P[1]/SPAN[1]/text()[1],'',4)))"
我国,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/2260#xpointer(start-point(string-range(//BODY/P[1]/SPAN[1]/text()[1],'',2))/range-to(string-range(//BODY/P[1]/SPAN[1]/text()[1],'',4)))"
中国,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/2260#xpointer(start-point(string-range(//BODY/P[1]/SPAN[1]/text()[1],'',2))/range-to(string-range(//BODY/P[1]/SPAN[1]/text()[1],'',4)))"
中国,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/2261#xpointer(start-point(string-range(//BODY/P[20]/SPAN[1]/text()[1],'',2))/range-to(string-range(//BODY/P[20]/SPAN[1]/text()[1],'',4)))"
我国,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/2261#xpointer(start-point(string-range(//BODY/P[20]/SPAN[1]/text()[1],'',2))/range-to(string-range(//BODY/P[20]/SPAN[1]/text()[1],'',4)))"
中国,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/2261#xpointer(start-point(string-range(//BODY/P[20]/SPAN[1]/text()[1],'',2))/range-to(string-range(//BODY/P[20]/SPAN[1]/text()[1],'',4)))"
中国,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/2262#xpointer(start-point(string-range(//BODY/P[1]/SPAN[1]/text()[1],'',2))/range-to(string-range(//BODY/P[1]/SPAN[1]/text()[1],'',4)))"
我国,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/2262#xpointer(start-point(string-range(//BODY/P[1]/SPAN[1]/text()[1],'',2))/range-to(string-range(//BODY/P[1]/SPAN[1]/text()[1],'',4)))"
中国,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/2262#xpointer(start-point(string-range(//BODY/P[1]/SPAN[1]/text()[1],'',2))/range-to(string-range(//BODY/P[1]/SPAN[1]/text()[1],'',4)))"
中国,出处,"http://kb.cs.tsinghua.edu.cn/apibztask/label/2263#xpointer(start-point(string-range(//BODY/H5[1]/text()[1],'',4))/range-to(string-range(//BODY/H5[1]/text()[1],'',6)))"
